uid,run_id,timestamp_utc,split,case_type,structural_risk,parse_failed,generate_failed,fallback_used,polarity_conflict,final_triplet_count,stage1_triplet_count,text_preview
nikluge-sa-2022-train-01050,experiment_mini2__seed123_proposed,2026-02-03T06:30:57.858585Z,valid,unknown,False,False,False,False,False,5,5,
nikluge-sa-2022-train-01336,experiment_mini2__seed123_proposed,2026-02-03T06:30:57.858585Z,valid,unknown,False,False,False,False,False,2,2,
nikluge-sa-2022-train-00754,experiment_mini2__seed123_proposed,2026-02-03T06:30:57.858585Z,valid,unknown,False,False,False,False,False,2,2,
nikluge-sa-2022-train-01105,experiment_mini2__seed123_proposed,2026-02-03T06:30:57.858585Z,valid,unknown,False,False,False,False,False,4,4,
nikluge-sa-2022-train-00714,experiment_mini2__seed123_proposed,2026-02-03T06:30:57.858585Z,valid,unknown,False,False,False,False,False,4,4,
nikluge-sa-2022-train-01901,experiment_mini2__seed123_proposed,2026-02-03T06:30:57.858585Z,valid,unknown,False,False,False,False,False,7,7,
nikluge-sa-2022-train-00792,experiment_mini2__seed123_proposed,2026-02-03T06:30:57.858585Z,valid,unknown,False,False,False,False,False,5,5,
nikluge-sa-2022-train-02717,experiment_mini2__seed123_proposed,2026-02-03T06:30:57.858585Z,valid,unknown,False,False,False,False,False,0,0,
nikluge-sa-2022-train-01250,experiment_mini2__seed123_proposed,2026-02-03T06:30:57.858585Z,valid,unknown,False,False,False,False,False,1,1,
nikluge-sa-2022-train-01248,experiment_mini2__seed123_proposed,2026-02-03T06:30:57.858585Z,valid,unknown,False,False,False,False,False,3,3,
nikluge-sa-2022-train-00258,experiment_mini2__seed123_proposed,2026-02-03T06:30:57.858585Z,valid,unknown,False,False,False,False,False,1,1,
nikluge-sa-2022-train-00449,experiment_mini2__seed123_proposed,2026-02-03T06:30:57.858585Z,valid,unknown,False,False,False,False,False,3,3,
nikluge-sa-2022-train-00876,experiment_mini2__seed123_proposed,2026-02-03T06:30:57.858585Z,valid,unknown,False,False,False,False,False,1,1,
nikluge-sa-2022-train-01715,experiment_mini2__seed123_proposed,2026-02-03T06:30:57.858585Z,valid,unknown,False,False,False,False,False,1,1,
nikluge-sa-2022-train-00944,experiment_mini2__seed123_proposed,2026-02-03T06:30:57.858585Z,valid,unknown,False,False,False,False,False,1,1,
nikluge-sa-2022-train-01220,experiment_mini2__seed123_proposed,2026-02-03T06:30:57.858585Z,valid,unknown,False,False,False,False,False,3,3,
nikluge-sa-2022-train-02676,experiment_mini2__seed123_proposed,2026-02-03T06:30:57.858585Z,valid,unknown,False,False,False,False,False,1,1,
nikluge-sa-2022-train-00016,experiment_mini2__seed123_proposed,2026-02-03T06:30:57.858585Z,valid,unknown,False,False,False,False,False,2,2,
